id,Outlying_polar,Skewed_polar,Clumpy_polar,Sparse_polar,Striated_polar,Convex_polar,Skinny_polar,Stringy_polar,Monotonic_polar,Outlying_contour,Skewed_contour,Clumpy_contour,Sparse_contour,Striated_contour,Convex_contour,Skinny_contour,Stringy_contour,Monotonic_contour,No_of_max_ponits,No_of_min_points,diameter,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,compactness,NF,Perimeter_ratio_diameter,Perimeter_ratio_length,Perimeter_ratio_lw,No_of_Convex_points,perimeter_convexity,area_convexity,area_ratio_convexity,equivalent_diameter,cx,cy,eccentriciry,contrast,correlation_texture,inverse_difference_moments,entropy,Mean_R_val,Mean_G_val,Mean_B_val,Std_R_val,Std_G_val,Std_B_val,correlation,Shape_label,Species
11,0,0.476814766,0.008884732,0.014514254,0.963350785,0.000386349,0.496264053,0.98421082,0.131039239,0,0.556530869,0.012158055,0.014359751,0.95631068,0.00049385,0.711030365,0.985366088,0.001037629,3,5,1104.330114,668791.5,3421.118085,1105,879,0.795475113,0.688556515,0.718066191,17.50029561,1.256348252,3.097912519,3.892056979,1.724353873,74,0.874954542,0.011193324,0.98893058,922.7847988,831.0438281,572.3643915,0.627337153,46.02334983,0.99739889,0.421737538,9.034632799,125.6014622,173.4351905,160.2050523,115.3343689,86.21391425,95.72978501,-0.0324137,Diamond,Salix sinerea
12,0,0.49785038,0.020122909,0.014267882,0.979899497,0.000529689,0.712830561,1,0.118988873,0,0.542804723,0.026633227,0.014267882,0.975609756,0.000438051,0.456196815,1,0.002498507,1,1,1128.42235,696586,3489.478476,1108,887,0.800541516,0.708779849,0.718891847,17.48019632,1.272178523,3.092351437,3.934023084,1.749112018,75,0.882137569,0.013371644,0.986804798,941.7647485,817.3283196,548.5664306,0.713178604,54.20676778,0.997162177,0.416299654,8.960700823,54.42311617,168.1635037,123.2869399,93.48627658,90.94287751,101.5386205,0.050749058,Diamond,Salix sinerea
13,0,0.505185808,0.006411166,0.014510099,0.979487179,0.000139821,0.643614909,1,0.045166523,0,0.45997378,0.014591195,0.0145272,0.978021978,0.000248622,0.393568918,1,0.00065522,2,3,1165.557806,765555,3605.620611,1165,902,0.774248927,0.728524119,0.739990605,16.98179751,1.29219269,3.093472148,3.997362097,1.744373784,74,0.886290622,0.007869454,0.992191991,987.286635,787.8635428,550.813725,0.660097676,49.95599601,0.997546587,0.393163526,9.285550213,109.8176951,158.4688658,151.9572908,120.8041458,91.52599883,97.23944106,-0.025675633,Diamond,Salix sinerea
14,0,0.505477014,0.003359731,0.01450156,0.975,0.000965486,0.725149383,0.984924879,0.108114039,0,0.517919182,0.015093774,0.014518651,0.961352657,0.000765415,0.421073161,0.985437124,9.52E-05,2,2,1124.400285,643950,3398.993194,1125,836,0.743111111,0.684688995,0.70042465,17.94107421,1.344976417,3.022938753,4.065781333,1.733295867,77,0.876604748,0.018861713,0.981487465,905.4847347,765.1891037,600.7166573,0.685566685,54.92434244,0.997068043,0.416619759,8.775973788,57.5714845,177.4169105,132.1181872,101.4764282,86.47097412,103.4130085,0.009404758,Diamond,Salix sinerea
15,0,0.512529659,0.007627765,0.014270534,0.974747475,0.000297426,0.696446698,1,0.184098754,0,0.532621534,0.035084474,0.014512132,0.980769231,0.000609021,0.723374776,1,2.09E-05,2,3,1101.835741,679479.5,3391.721116,1102,858,0.778584392,0.718633529,0.742242729,16.93027108,1.28419084,3.078245686,3.953054914,1.730469957,74,0.885934409,0.009434427,0.990653749,930.1291143,781.9832781,542.4298096,0.650202096,55.26839226,0.997190007,0.409122824,9.192204391,113.0526235,169.6108836,154.6277044,121.1787184,89.88845282,98.9055597,0.004499889,Diamond,Salix sinerea
16,0,0.479129995,0.021721854,0.014278649,0.959183673,0.000816634,0.610022416,1,0.270853807,0,0.524536598,0.02257849,0.014278649,0.947867299,0.000709546,0.748086367,1,8.06E-07,2,1,1124.157462,635318.5,3402.97595,1124,851,0.757117438,0.664195044,0.689419569,18.22746436,1.320984092,3.0271346,3.99879665,1.723025797,72,0.873146795,0.016906481,0.983374596,899.395707,832.2947939,567.5825308,0.687486012,61.01950432,0.996957019,0.427692189,8.744150903,80.0407849,172.7038572,161.3839457,112.8151118,91.82052921,99.43323569,-0.000260868,Diamond,Salix sinerea
17,0,0.467434369,0.012863005,0.0142897,0.978494624,0.000174407,0.666069589,1,0.183680445,0,0.491588244,0.013939225,0.0142897,0.980099502,0.000172435,0.644682904,1,0.000135204,1,1,1083.361897,614132,3287.738362,1084,812,0.749077491,0.697712359,0.713965281,17.6008147,1.334189528,3.034755395,4.048938869,1.73403922,82,0.877801011,0.011207688,0.988916532,884.2721007,786.4411174,518.7724814,0.693355357,66.56757313,0.996427062,0.413455551,9.190166955,128.104082,175.2775489,166.7959983,118.5037955,89.14748587,95.75094883,0.011876623,Diamond,Salix sinerea
18,0,0.506637573,0.007930607,0.0145244,0.965,0.000511736,0.690887201,1,0.161131617,0,0.497447027,0.011093765,0.014455888,0.947115385,0.000740143,0.740780574,1,0.000389225,1,2,1140.796651,627256,3380.93432,1140,819,0.718421053,0.671824861,0.689574543,18.22336793,1.392914104,2.963660803,4.128124932,1.725847024,74,0.876235098,0.014344223,0.985858624,893.6706014,804.9875739,572.9355486,0.721695314,51.39591322,0.997170839,0.442084662,8.837813082,128.7875507,174.3057685,162.1711335,114.3186647,89.73576852,97.49572385,-0.020013493,Diamond,Salix sinerea
19,0,0.516724405,0.011735031,0.014505949,0.979487179,0.00048606,0.656963309,1,0.16997958,0,0.531385071,0.009120952,0.014454539,0.941747573,0.000781835,0.735028603,1,0.00339973,2,3,1073.855204,599072.5,3348.902794,1066,831,0.779549719,0.676271609,0.671249792,18.72085587,1.29224453,3.11857947,4.029967261,1.765367841,83,0.871776068,0.016168327,0.984088929,873.3629241,797.0185982,544.5994696,0.779437938,69.49570677,0.996065266,0.409632322,9.165278773,146.0690014,178.1771135,172.5674254,115.0295643,86.51792555,93.72893502,-0.058357299,Diamond,Salix sinerea
20,0,0.51661592,0.007237399,0.014474076,0.98019802,0.000346218,0.474709527,1,0.099359611,0,0.466617142,0.016979328,0.014542674,0.948186528,0.000411481,0.753150711,1,0.000801487,3,4,1095.665095,615881,3326.767799,1092,820,0.750915751,0.687797061,0.699297043,17.97000393,1.336176945,3.036299883,4.057033901,1.739941317,70,0.874166036,0.014484129,0.985722666,885.5303744,812.6328773,551.9034319,0.720396598,59.93164241,0.996617169,0.425507917,8.988120828,135.5560962,176.2216267,169.7202467,114.1322483,88.22091588,94.37598903,-0.028774191,Diamond,Salix sinerea
21,0,0.521392334,0.004701071,0.014270883,0.969543147,0.000373943,0.720060322,1,0.193178507,0,0.540696058,0.013098854,0.014392488,0.971291866,0.001017608,0.701024842,1,6.67E-05,1,2,1024.699956,575730.5,3202.618523,1024,794,0.775390625,0.708106822,0.705372752,17.81521981,1.290554101,3.125420768,4.033524589,1.76161635,74,0.869938098,0.014765589,0.985449261,856.17921,779.9442282,499.3273506,0.643715085,44.41795449,0.997610787,0.461009819,8.531540385,108.460707,179.1983105,153.7198371,115.8336295,90.85515966,103.8181256,0.007639865,Diamond,Salix sinerea
22,0,0.488528384,0.007623888,0.014529137,0.947643979,0.000629266,0.716820288,0.98421082,0.224101874,0,0.508507063,0.012501044,0.014529137,0.975,0.000662592,0.719740981,1,1.04E-06,1,2,1055.763705,627095,3347.16982,1055,852,0.807582938,0.69765592,0.703376263,17.86578717,1.239159278,3.170377808,3.928603075,1.755201793,81,0.868869653,0.01392293,0.986268256,893.5559033,834.4965912,584.760188,0.648416209,49.31292284,0.997430994,0.423778831,8.901068699,120.8477195,173.4450584,160.2920842,118.0855059,91.4376744,99.03835529,-0.001127231,Diamond,Salix sinerea
23,0,0.51172651,0.01366625,0.014656533,0.967914439,0.000678344,0.650301401,1,0.243560606,0,0.515432505,0.036249908,0.014452014,0.985645933,0.000823828,0.330781764,1,2.44E-05,2,1,1063.850083,611560.5,3292.476388,1059,801,0.756373938,0.720959636,0.708930976,17.72580271,1.328152414,3.09486876,4.110457413,1.770148596,85,0.874821112,0.009535443,0.990554623,882.4188419,795.7288602,562.0541676,0.692244129,46.46908444,0.997557928,0.441232878,8.566241636,108.1025278,178.3156095,152.369741,120.844638,88.40482425,102.7161995,-0.004558113,Diamond,Salix sinerea
24,0,0.484838684,0.004011657,0.014525227,0.979381443,0,1,1,0.060127406,0,0.504880088,0.01493652,0.014370607,0.989130435,0,1,1,0.023820009,1,2,1135.697143,664945,3435.596226,1133,834,0.736098853,0.703703586,0.707931692,17.75082365,1.361747174,3.025098943,4.119419935,1.746617298,74,0.886096608,0.012710074,0.987449445,920.1273113,819.8886714,550.7547388,0.763600027,51.69043356,0.997321945,0.430539031,8.945113387,125.1324567,167.8804442,161.778577,115.6057772,92.49338169,96.67745669,-0.156298692,Diamond,Salix sinerea
25,0,0.51418895,0.02719235,0.014519403,0.970149254,0.000610405,0.649167349,1,0.141877624,0,0.564397085,0.020262271,0.014502311,0.96713615,0.000629016,0.645569207,0.985849268,2.46E-05,2,2,1121.559628,706444,3416.615559,1116,870,0.779569892,0.727602686,0.760493272,16.52397342,1.289148998,3.046307546,3.927144321,1.720350231,83,0.897983195,0.010080771,0.990019837,948.4052071,781.0478716,558.7157948,0.6673469,63.24643925,0.996595855,0.401332558,9.402291169,103.3397814,169.9810622,144.9577101,117.2516594,86.71004206,98.87985303,0.00502642,Diamond,Salix sinerea
26,0,0.494175164,0.007255139,0.014519995,0.965517241,0.000614471,0.696077248,1,0.104391964,0,0.486634459,0.029165572,0.014519995,0.953051643,0.000691977,0.795920497,1,0.000468478,3,4,1084.599465,686743.5,3458.667294,1069,888,0.830682881,0.72344228,0.721417789,17.41899188,1.221395794,3.188888991,3.894895601,1.767331269,73,0.874060114,0.016643041,0.983629416,935.0876864,845.3382994,561.6968904,0.618916542,53.5408891,0.996974297,0.41233827,9.1205401,121.585467,171.9000061,158.5810119,113.8748319,87.25881784,94.92367552,0.02154832,Diamond,Salix sinerea
27,0,0.512093101,0.005107483,0.014550839,0.969230769,0.000297562,0.735100189,1,0.230092096,0,0.518148875,0.019541401,0.014291753,0.971014493,0.000404066,0.450706579,1,0.002113144,2,2,1066.928301,632658,3408.777904,1054,856,0.812144213,0.701220539,0.684197458,18.36658478,1.246411567,3.194945621,3.982217177,1.784700473,75,0.858857668,0.009868681,0.990227758,897.5105481,809.2475058,552.0111456,0.673116364,46.76808071,0.997424741,0.439875723,8.707538442,79.68053089,177.8209044,143.3695194,109.4966158,87.14070599,102.2431708,0.046589725,Diamond,Salix sinerea
28,0,0.526037729,0.00506714,0.01452855,0.942583732,0.001277891,0.762132082,1,0.139931893,0,0.526792945,0.011147707,0.014269861,0.941463415,0.000762901,0.65699785,0.985294355,0.000228202,2,3,1166.125208,690769,3494.331288,1165,861,0.739055794,0.688658262,0.710909879,17.6764608,1.354384678,2.996531818,4.058456781,1.724743972,74,0.887728163,0.013478457,0.986700796,937.8242944,820.7563665,547.7589615,0.73952765,52.84526173,0.99709988,0.412694793,9.310531472,127.9655457,167.0870256,156.7836136,112.0404782,89.72315763,96.260151,-0.015833818,Diamond,Salix sinerea
29,0,0.496760178,0.007374243,0.014467718,0.96373057,0.00016996,0.66067322,1,0.144957909,0,0.500168305,0.019497978,0.014381549,0.98019802,0.000758444,0.545803787,1,0.000328987,2,2,1043.349414,586304,3315.28757,1044,840,0.804597701,0.668564131,0.670332553,18.74647226,1.242082636,3.177542945,3.946770917,1.759706778,71,0.854435692,0.012444909,0.987708063,864.0054618,823.7073896,513.6513836,0.579529991,56.54437402,0.99702508,0.448625004,8.668155985,116.0031128,178.3483769,158.2023879,119.8063039,89.73734488,102.3444951,-0.018310881,Diamond,Salix sinerea
30,0,0.480221146,0.007565523,0.014524609,0.956989247,0.000178587,0.694413128,1,0.225664422,0,0.46595088,0.012093553,0.014473133,0.979591837,0.000192364,0.752874149,1,0.000704252,1,1,1187.630414,674221,3525.076455,1188,844,0.71043771,0.672424282,0.681828354,18.43040192,1.40714504,2.968159466,4.176630871,1.73478172,76,0.87439795,0.015242776,0.984986077,926.5229836,821.371257,572.1098937,0.727401184,63.80072346,0.996629045,0.411568575,9.262338249,105.9014987,168.9063737,151.5586404,113.6963945,90.77803151,100.2334718,0.027364975,Diamond,Salix sinerea
31,0,0.497635166,0.011913532,0.014179182,0.916256158,0.000614956,0.775277674,0.985148759,0.158977563,0,0.490578743,0.022861208,0.014179182,0.97029703,0.000199131,0.584060934,1,0.003604665,1,2,1178.613592,698354,3621.25308,1166,895,0.767581475,0.669197083,0.669218185,18.77768849,1.316886695,3.072468453,4.046092827,1.757036914,76,0.860771824,0.016988519,0.98329527,942.9591343,812.5733856,580.2240004,0.739582755,65.95719304,0.996498922,0.394466732,9.294780333,122.9870097,168.6931968,157.2724104,117.5130034,88.85876796,96.825354,-0.061261543,Diamond,Salix sinerea
32,0,0.502212658,0.01755363,0.014464016,0.969072165,0.000367362,0.639867455,1,0.188721649,0,0.494249803,0.016339504,0.014532566,0.964646465,0.000376246,0.716046791,1,0.000140236,1,2,1194.028475,649654.5,3551.721117,1193,835,0.699916178,0.652162063,0.647164372,19.41758718,1.429974222,2.974569861,4.253558223,1.751341773,59,0.861972747,0.026194693,0.974473954,909.4865583,790.6214392,571.2701782,0.729211366,67.06001477,0.996359124,0.408179959,9.286808767,122.9679,172.3369712,159.6650681,115.6506138,89.22436068,97.85884688,0.012619003,Diamond,Salix sinerea
33,0,0.465574124,0.007118936,0.014453481,0.978609626,0.000228487,0.536033831,1,0.145706143,0,0.502575215,0.013206163,0.014453481,0.961904762,0.000233134,0.720954852,1,0.003759452,2,3,1113.377744,604880.5,3414.358638,1108,827,0.746389892,0.660122163,0.652020386,19.27297195,1.346285059,3.066666868,4.128607785,1.764526428,69,0.854953638,0.011815557,0.98832242,877.5863333,833.3940348,538.8641786,0.748583268,57.62786233,0.996863411,0.434476932,8.810593688,129.8859709,176.9733487,165.2574685,116.7182248,89.41005425,98.14274476,-0.062110539,Diamond,Salix sinerea
34,0,0.485611755,0.010716558,0.014271705,0.957894737,0.000277616,0.780326954,0.968256376,0.141558142,0,0.493811722,0.014837554,0.014530428,0.979591837,0.000187628,0.540570718,1,8.70E-05,1,1,1125.103106,574684.5,3358.324148,1122,805,0.717468806,0.636268974,0.64031566,19.62527453,1.39764361,2.984903454,4.17183124,1.742773299,73,0.862346684,0.025274738,0.975348327,855.4010937,796.0032734,590.403754,0.737757849,55.52329064,0.996857722,0.433615063,8.840833528,142.7851973,180.7199701,166.0307458,116.4493875,86.62021177,97.90296375,0.009867864,Diamond,Salix sinerea
35,0,0.494879109,0.006281711,0.014519825,0.97979798,0.000137181,0.389280158,1,0.045686235,0,0.507247452,0.012563421,0.014261291,0.969543147,0.00015287,0.361267461,0.984694145,8.05E-05,3,3,1010.166323,517728.5,3056.535263,995,740,0.743718593,0.703148852,0.696390945,18.04499427,1.365089626,3.025774265,4.130453058,1.761691794,83,0.87803456,0.011338955,0.988788176,811.9066447,818.8414885,487.655511,0.767451028,57.64577051,0.996579189,0.437200777,8.720882281,144.4360037,188.060386,182.8174873,118.1726349,83.84527446,92.0085623,-0.008960629,Diamond,Salix sinerea
36,0,0.470639369,0.006031767,0.014565405,0.978142077,0.000262812,0.447295094,1,0.258736155,0,0.468187673,0.022437007,0.014701852,0.979487179,0.000492996,0.519581557,1,0.002696131,1,2,1040.523426,581515,3324.317008,1041,844,0.810758886,0.661862455,0.661250362,19.00395272,1.232847661,3.194850711,3.938764227,1.763563399,72,0.850134478,0.017623793,0.982681426,860.4695775,823.7574425,597.7154514,0.610116607,53.41499756,0.997194035,0.432035452,8.616847183,96.11039736,180.834925,157.5941412,119.5826138,87.84343133,103.5153506,-0.052167797,Diamond,Salix sinerea
37,0,0.520383215,0.007149488,0.014292144,0.975247525,0.000560553,0.679233832,1,0.180469561,0,0.512831468,0.010995554,0.014396341,0.974619289,0.000753272,0.463272248,1,0.000270702,1,2,1065.269919,581447,3381.606331,1065,834,0.783098592,0.654627847,0.63896034,19.66690236,1.277302061,3.174412673,4.05468385,1.780730032,79,0.839947285,0.020230563,0.980170597,860.4192662,800.9632283,570.3134145,0.65397284,61.61180027,0.996693013,0.42638368,8.676835148,102.8001968,181.335288,160.9676698,120.5341512,86.59760063,101.2632614,-0.016725249,Diamond,Salix sinerea
38,0,0.507350808,0.010537574,0.014110968,0.927536232,0.000961254,0.708186243,0.985437124,0.142126909,0,0.499360903,0.006236211,0.014268441,0.975124378,0.000929306,0.310768334,1,7.84E-06,3,3,1145.111785,669752.5,3452.833814,1146,848,0.739965096,0.689181917,0.705948232,17.80069704,1.350367671,3.015281005,4.071737988,1.731611742,63,0.880620916,0.018130578,0.982192286,923.4475449,774.195203,590.4850187,0.723659499,53.40570059,0.996558145,0.427336735,8.948233983,131.8710754,177.6645993,162.0879726,108.097138,82.35852999,93.55189262,-0.002870264,Diamond,Salix sinerea
39,0,0.503917619,0.013253364,0.014443246,0.98,0.000370919,0.694617421,1,0.114120116,0,0.504081775,0.011967779,0.014511698,0.979057592,0.000745911,0.589984217,1,0.000171699,1,2,1279.31935,833054.5,3850.029773,1278,934,0.730829421,0.697903995,0.706244539,17.79322871,1.369720932,3.00943605,4.122087551,1.740519789,75,0.880772422,0.015987549,0.98426403,1029.892195,796.8991121,584.5397969,0.717155736,66.29339866,0.996444239,0.36824388,9.70357005,91.00220525,153.749325,135.7563143,106.7374285,89.60568475,95.57993297,0.012999666,Diamond,Salix sinerea
40,0,0.565610477,0.009974157,0.014536944,0.935643564,0.001145965,0.723832939,1,0.23900053,0,0.505182599,0.008982827,0.014519832,0.945,0.000814104,0.498205407,0.984924879,0.00041889,1,2,1056.719925,577484,3374.375883,1057,845,0.799432356,0.646559146,0.637327859,19.71727805,1.250556124,3.193254715,3.99334424,1.774119812,69,0.839414509,0.01823254,0.982093933,857.4820495,841.7423776,498.1639338,0.628024792,49.82568367,0.996889906,0.443939945,8.494014217,71.93109481,186.4380188,132.6193506,102.0250914,82.54606981,103.9201613,-0.020507163,Diamond,Salix sinerea
41,0,0.62341482,0.005642687,0.014246611,0.980769231,0.000248989,0.766261626,1,0.199519101,0,0.462230853,0.071652209,0.014264016,0.964467005,0.000575223,0.620131463,1,0.0046701,2,4,1229.488105,623303.5,3696.001212,1152,867,0.752604167,0.62406236,0.573383538,21.91616918,1.4180947,3.00613011,4.262977176,1.830609813,69,0.832968309,0.016323509,0.983938669,890.8505287,797.7385122,513.3039938,0.859124119,83.67248538,0.99592144,0.418994093,8.955574127,104.5684045,172.5815057,154.6860617,120.403033,93.66437336,103.0638646,-0.069137579,Diamond,Salix sinerea
42,0,0.506399144,0.015277378,0.014500818,0.98019802,0.000249584,0.775436347,1,0.181076259,0,0.561501783,0.01051374,0.014517908,0.962085308,0.00053031,0.826919291,1,3.85E-05,3,2,1081.140601,653273.5,3352.230783,1080,867,0.802777778,0.697673438,0.730528369,17.2017558,1.246990313,3.100642764,3.866471491,1.721741542,68,0.889494024,0.016610195,0.983661196,912.0162574,828.234352,576.2826717,0.655873348,55.92091428,0.997151056,0.425041382,9.048418202,114.0476137,170.1416919,156.3774627,117.9729606,92.20905181,99.53756681,0.006513146,Diamond,Salix sinerea
43,0,0.515921801,0.014222843,0.014385092,0.97979798,0.000638337,0.220750216,1,0.117997403,0,0.508791226,0.012858291,0.014522752,0.980487805,0.000619524,0.611995811,1,5.72E-05,2,1,1147.721656,673357.5,3495.745501,1144,883,0.771853147,0.666590276,0.69243012,18.14821489,1.299798025,3.045812966,3.958941678,1.724590775,68,0.878667794,0.023975377,0.976585983,925.9294772,781.4545854,584.0362325,0.706912259,48.7055639,0.997192418,0.423606082,8.987474181,130.2484278,172.6754623,162.8719624,111.2296632,87.65039132,94.7367219,0.00789515,Diamond,Salix sinerea
44,0,0.49940015,0.006427111,0.014560073,0.979899497,0.000388844,0.699834511,1,0.089892645,0,0.51234924,0.012854221,0.014300822,0.970873786,0.000442495,0.702708347,1,0.00321406,2,2,1192.950125,731362.5,3664.917074,1192,921,0.772651007,0.666187996,0.68424912,18.36519806,1.295277008,3.072146101,3.979280211,1.734461464,76,0.874904305,0.013498778,0.986681012,964.9868686,755.2043524,565.297733,0.752326212,69.24931616,0.996505084,0.399959205,9.396271413,115.2779252,160.2839482,147.5318456,114.071624,93.85214085,99.48283705,0.057598398,Diamond,Salix sinerea
45,0,0.538269158,0.010025063,0.014819815,0.967741935,4.60E-05,0.742812649,1,0.2151339,0,0.507539661,0.018888954,0.014202049,0.985074627,0.000305846,0.662878018,1,0.005907556,1,2,1089.029384,620418.5,3433.39818,1082,812,0.750462107,0.706157294,0.661372691,19.00043771,1.341169193,3.152713994,4.228322882,1.81277623,81,0.851623335,0.016795115,0.983482302,888.7864583,838.2276118,568.6821365,0.667200313,59.02323762,0.996566934,0.428541914,8.80094077,117.9673079,178.1169148,160.8387002,112.8083388,87.00630754,97.91570548,-0.078272507,Diamond,Salix sinerea
