"id","Outlying_polar","Skewed_polar","Clumpy_polar","Sparse_polar","Striated_polar","Convex_polar","Skinny_polar","Stringy_polar","Monotonic_polar","Outlying_contour","Skewed_contour","Clumpy_contour","Sparse_contour","Striated_contour","Convex_contour","Skinny_contour","Stringy_contour","Monotonic_contour","No_of_max_ponits","No_of_min_points","diameter","area","perimeter","physiological_length","physiological_width","aspect_ratio","rectangularity","circularity","compactness","NF","Perimeter_ratio_diameter","Perimeter_ratio_length","Perimeter_ratio_lw","No_of_Convex_points","perimeter_convexity","area_convexity","area_ratio_convexity","equivalent_diameter","cx","cy","eccentriciry","contrast","correlation_texture","inverse_difference_moments","entropy","Mean_R_val","Mean_G_val","Mean_B_val","Std_R_val","Std_G_val","Std_B_val","correlation","Shape_label"
11,0,0.476814766493506,0.00888473228898761,0.0145142535653366,0.963350785340314,0.000386349219577149,0.496264053145262,0.984210820217651,0.131039239216231,0,0.556530869284199,0.0121580547112462,0.0143597509013702,0.956310679611651,0.000493850459478964,0.711030365038278,0.98536608751536,0.00103762867125442,3,5,1104.330114,668791.5,3421.118085,1105,879,0.795475113,0.688556515,0.718066191,17.50029561,1.256348252,3.097912519,3.892056979,1.724353873,74,0.874954542,0.011193324,0.98893058,922.7847988,831.0438281,572.3643915,0.627337153,46.02334983,0.99739889,0.421737538,9.034632799,125.6014622,173.4351905,160.2050523,115.3343689,86.21391425,95.72978501,-0.0324137,"Diamond"
12,0,0.497850380351803,0.0201229087499942,0.0142678822713437,0.979899497487437,0.000529689290935788,0.712830560672062,1,0.118988873452878,0,0.542804723313819,0.0266332271964985,0.0142678822713437,0.975609756097561,0.000438051417980706,0.45619681474237,1,0.00249850691942318,1,1,1128.42235,696586,3489.478476,1108,887,0.800541516,0.708779849,0.718891847,17.48019632,1.272178523,3.092351437,3.934023084,1.749112018,75,0.882137569,0.013371644,0.986804798,941.7647485,817.3283196,548.5664306,0.713178604,54.20676778,0.997162177,0.416299654,8.960700823,54.42311617,168.1635037,123.2869399,93.48627658,90.94287751,101.5386205,0.050749058,"Diamond"
13,0,0.505185807723427,0.00641116594178322,0.0145100992930493,0.979487179487179,0.000139820857208735,0.643614908910635,1,0.0451665232210383,0,0.459973780468632,0.0145911949685535,0.0145272001820636,0.978021978021978,0.000248621760613259,0.393568917944686,1,0.000655220494759155,2,3,1165.557806,765555,3605.620611,1165,902,0.774248927,0.728524119,0.739990605,16.98179751,1.29219269,3.093472148,3.997362097,1.744373784,74,0.886290622,0.007869454,0.992191991,987.286635,787.8635428,550.813725,0.660097676,49.95599601,0.997546587,0.393163526,9.285550213,109.8176951,158.4688658,151.9572908,120.8041458,91.52599883,97.23944106,-0.025675633,"Diamond"
14,0,0.50547701423263,0.00335973122150228,0.0145015598545504,0.975,0.000965485607939366,0.725149383188719,0.984924878826011,0.108114039205317,0,0.517919182068213,0.0150937737196224,0.0145186506794027,0.961352657004831,0.000765415333459628,0.421073160527199,0.985437123663325,9.5246219453197e-05,2,2,1124.400285,643950,3398.993194,1125,836,0.743111111,0.684688995,0.70042465,17.94107421,1.344976417,3.022938753,4.065781333,1.733295867,77,0.876604748,0.018861713,0.981487465,905.4847347,765.1891037,600.7166573,0.685566685,54.92434244,0.997068043,0.416619759,8.775973788,57.5714845,177.4169105,132.1181872,101.4764282,86.47097412,103.4130085,0.009404758,"Diamond"
15,0,0.512529658830291,0.007627765064836,0.0142705342309666,0.974747474747475,0.000297425854651927,0.696446698221936,1,0.184098753598367,0,0.532621533913123,0.0350844736433417,0.0145121323867701,0.980769230769231,0.000609020894307073,0.723374776228449,1,2.09189725885396e-05,2,3,1101.835741,679479.5,3391.721116,1102,858,0.778584392,0.718633529,0.742242729,16.93027108,1.28419084,3.078245686,3.953054914,1.730469957,74,0.885934409,0.009434427,0.990653749,930.1291143,781.9832781,542.4298096,0.650202096,55.26839226,0.997190007,0.409122824,9.192204391,113.0526235,169.6108836,154.6277044,121.1787184,89.88845282,98.9055597,0.004499889,"Diamond"
16,0,0.479129994916644,0.0217218543046358,0.0142786485946317,0.959183673469388,0.000816634313776209,0.610022415952665,1,0.270853806759494,0,0.524536598101957,0.0225784896452235,0.0142786485946317,0.947867298578199,0.000709546427621929,0.748086366841706,1,8.05692240108143e-07,2,1,1124.157462,635318.5,3402.97595,1124,851,0.757117438,0.664195044,0.689419569,18.22746436,1.320984092,3.0271346,3.99879665,1.723025797,72,0.873146795,0.016906481,0.983374596,899.395707,832.2947939,567.5825308,0.687486012,61.01950432,0.996957019,0.427692189,8.744150903,80.0407849,172.7038572,161.3839457,112.8151118,91.82052921,99.43323569,-0.000260868,"Diamond"
17,0,0.467434368822751,0.0128630051208331,0.014289699551516,0.978494623655914,0.000174407196706944,0.666069588772192,1,0.183680445114031,0,0.491588244432463,0.0139392249790912,0.014289699551516,0.980099502487562,0.000172435436359677,0.644682904021623,1,0.000135203732432319,1,1,1083.361897,614132,3287.738362,1084,812,0.749077491,0.697712359,0.713965281,17.6008147,1.334189528,3.034755395,4.048938869,1.73403922,82,0.877801011,0.011207688,0.988916532,884.2721007,786.4411174,518.7724814,0.693355357,66.56757313,0.996427062,0.413455551,9.190166955,128.104082,175.2775489,166.7959983,118.5037955,89.14748587,95.75094883,0.011876623,"Diamond"
18,0,0.506637572643267,0.00793060718711276,0.0145243996373582,0.965,0.000511736141462788,0.690887200998042,1,0.161131617252712,0,0.497447026567835,0.0110937646159337,0.0144558879363161,0.947115384615385,0.000740142981552317,0.740780573571653,1,0.000389224750389462,1,2,1140.796651,627256,3380.93432,1140,819,0.718421053,0.671824861,0.689574543,18.22336793,1.392914104,2.963660803,4.128124932,1.725847024,74,0.876235098,0.014344223,0.985858624,893.6706014,804.9875739,572.9355486,0.721695314,51.39591322,0.997170839,0.442084662,8.837813082,128.7875507,174.3057685,162.1711335,114.3186647,89.73576852,97.49572385,-0.020013493,"Diamond"
19,0,0.516724405316164,0.0117350314992629,0.014505948717364,0.979487179487179,0.000486059560211213,0.656963308717631,1,0.169979579922076,0,0.531385071359821,0.00912095205956092,0.0144545394048522,0.941747572815534,0.000781835481591415,0.735028602670482,1,0.00339973003940168,2,3,1073.855204,599072.5,3348.902794,1066,831,0.779549719,0.676271609,0.671249792,18.72085587,1.29224453,3.11857947,4.029967261,1.765367841,83,0.871776068,0.016168327,0.984088929,873.3629241,797.0185982,544.5994696,0.779437938,69.49570677,0.996065266,0.409632322,9.165278773,146.0690014,178.1771135,172.5674254,115.0295643,86.51792555,93.72893502,-0.058357299,"Diamond"
20,0,0.516615919516989,0.00723739896283095,0.0144740759292351,0.98019801980198,0.000346217918955861,0.474709527277976,1,0.0993596109750456,0,0.466617142375047,0.0169793281558759,0.0145426738297786,0.948186528497409,0.000411481464822314,0.75315071074657,1,0.00080148699204679,3,4,1095.665095,615881,3326.767799,1092,820,0.750915751,0.687797061,0.699297043,17.97000393,1.336176945,3.036299883,4.057033901,1.739941317,70,0.874166036,0.014484129,0.985722666,885.5303744,812.6328773,551.9034319,0.720396598,59.93164241,0.996617169,0.425507917,8.988120828,135.5560962,176.2216267,169.7202467,114.1322483,88.22091588,94.37598903,-0.028774191,"Diamond"
21,0,0.521392333645176,0.00470107052242247,0.0142708833811847,0.969543147208122,0.000373943380087412,0.720060321779621,1,0.193178506631838,0,0.540696057742571,0.0130988540951611,0.0143924877504378,0.971291866028708,0.00101760834856257,0.701024842251432,1,6.66507897969546e-05,1,2,1024.699956,575730.5,3202.618523,1024,794,0.775390625,0.708106822,0.705372752,17.81521981,1.290554101,3.125420768,4.033524589,1.76161635,74,0.869938098,0.014765589,0.985449261,856.17921,779.9442282,499.3273506,0.643715085,44.41795449,0.997610787,0.461009819,8.531540385,108.460707,179.1983105,153.7198371,115.8336295,90.85515966,103.8181256,0.007639865,"Diamond"
22,0,0.488528383721155,0.00762388818297332,0.0145291372948096,0.947643979057592,0.000629265585851039,0.71682028752668,0.984210820217651,0.224101873746934,0,0.508507063121566,0.0125010435888131,0.0145291372948096,0.975,0.000662591642763505,0.719740980539484,1,1.03988759010983e-06,1,2,1055.763705,627095,3347.16982,1055,852,0.807582938,0.69765592,0.703376263,17.86578717,1.239159278,3.170377808,3.928603075,1.755201793,81,0.868869653,0.01392293,0.986268256,893.5559033,834.4965912,584.760188,0.648416209,49.31292284,0.997430994,0.423778831,8.901068699,120.8477195,173.4450584,160.2920842,118.0855059,91.4376744,99.03835529,-0.001127231,"Diamond"
23,0,0.511726509946969,0.0136662500582241,0.0146565334013136,0.967914438502674,0.000678343640513538,0.650301400870236,1,0.243560606205816,0,0.515432504864455,0.036249907687041,0.0144520136074942,0.985645933014354,0.000823828322192672,0.330781764370121,1,2.43748230993441e-05,2,1,1063.850083,611560.5,3292.476388,1059,801,0.756373938,0.720959636,0.708930976,17.72580271,1.328152414,3.09486876,4.110457413,1.770148596,85,0.874821112,0.009535443,0.990554623,882.4188419,795.7288602,562.0541676,0.692244129,46.46908444,0.997557928,0.441232878,8.566241636,108.1025278,178.3156095,152.369741,120.844638,88.40482425,102.7161995,-0.004558113,"Diamond"
24,0,0.484838684004544,0.00401165693674062,0.0145252269056005,0.979381443298969,0,1,1,0.0601274062865087,0,0.504880087741533,0.0149365197908887,0.0143706074316104,0.989130434782609,0,1,1,0.0238200087438576,1,2,1135.697143,664945,3435.596226,1133,834,0.736098853,0.703703586,0.707931692,17.75082365,1.361747174,3.025098943,4.119419935,1.746617298,74,0.886096608,0.012710074,0.987449445,920.1273113,819.8886714,550.7547388,0.763600027,51.69043356,0.997321945,0.430539031,8.945113387,125.1324567,167.8804442,161.778577,115.6057772,92.49338169,96.67745669,-0.156298692,"Diamond"
25,0,0.514188950128412,0.0271923498608188,0.0145194030619934,0.970149253731343,0.000610405031757465,0.649167349342959,1,0.141877623568989,0,0.56439708521872,0.0202622706200463,0.0145023113514638,0.967136150234742,0.000629016398426179,0.645569207304177,0.985849268000797,2.4570225804043e-05,2,2,1121.559628,706444,3416.615559,1116,870,0.779569892,0.727602686,0.760493272,16.52397342,1.289148998,3.046307546,3.927144321,1.720350231,83,0.897983195,0.010080771,0.990019837,948.4052071,781.0478716,558.7157948,0.6673469,63.24643925,0.996595855,0.401332558,9.402291169,103.3397814,169.9810622,144.9577101,117.2516594,86.71004206,98.87985303,0.00502642,"Diamond"
26,0,0.494175164384524,0.00725513905683192,0.0145199949234887,0.96551724137931,0.00061447094625852,0.696077248363063,1,0.10439196446407,0,0.486634459456863,0.0291655723324389,0.0145199949234887,0.953051643192488,0.00069197695883623,0.795920496662787,1,0.000468477712780182,3,4,1084.599465,686743.5,3458.667294,1069,888,0.830682881,0.72344228,0.721417789,17.41899188,1.221395794,3.188888991,3.894895601,1.767331269,73,0.874060114,0.016643041,0.983629416,935.0876864,845.3382994,561.6968904,0.618916542,53.5408891,0.996974297,0.41233827,9.1205401,121.585467,171.9000061,158.5810119,113.8748319,87.25881784,94.92367552,0.02154832,"Diamond"
27,0,0.51209310090063,0.00510748319706167,0.0145508387779904,0.969230769230769,0.000297562444476679,0.735100188965737,1,0.230092096448353,0,0.518148874961505,0.0195414009070392,0.0142917526812748,0.971014492753623,0.000404065542430248,0.450706578796458,1,0.00211314428634902,2,2,1066.928301,632658,3408.777904,1054,856,0.812144213,0.701220539,0.684197458,18.36658478,1.246411567,3.194945621,3.982217177,1.784700473,75,0.858857668,0.009868681,0.990227758,897.5105481,809.2475058,552.0111456,0.673116364,46.76808071,0.997424741,0.439875723,8.707538442,79.68053089,177.8209044,143.3695194,109.4966158,87.14070599,102.2431708,0.046589725,"Diamond"
28,0,0.526037729438725,0.00506713959969597,0.0145285501032423,0.942583732057416,0.00127789139897159,0.762132082177714,1,0.139931892876518,0,0.526792944762144,0.0111477071193311,0.0142698608692663,0.941463414634146,0.000762901039754231,0.656997849662975,0.985294354968372,0.000228201618259127,2,3,1166.125208,690769,3494.331288,1165,861,0.739055794,0.688658262,0.710909879,17.6764608,1.354384678,2.996531818,4.058456781,1.724743972,74,0.887728163,0.013478457,0.986700796,937.8242944,820.7563665,547.7589615,0.73952765,52.84526173,0.99709988,0.412694793,9.310531472,127.9655457,167.0870256,156.7836136,112.0404782,89.72315763,96.260151,-0.015833818,"Diamond"
29,0,0.496760178221697,0.00737424282328154,0.0144677183363389,0.963730569948187,0.000169959886971699,0.660673219548082,1,0.144957909309839,0,0.500168304605845,0.0194979777305759,0.0143815489079565,0.98019801980198,0.000758443879209648,0.54580378705053,1,0.000328986785005192,2,2,1043.349414,586304,3315.28757,1044,840,0.804597701,0.668564131,0.670332553,18.74647226,1.242082636,3.177542945,3.946770917,1.759706778,71,0.854435692,0.012444909,0.987708063,864.0054618,823.7073896,513.6513836,0.579529991,56.54437402,0.99702508,0.448625004,8.668155985,116.0031128,178.3483769,158.2023879,119.8063039,89.73734488,102.3444951,-0.018310881,"Diamond"
30,0,0.480221145848463,0.00756552283166712,0.0145246085270505,0.956989247311828,0.000178586929786585,0.694413128296568,1,0.225664421847616,0,0.465950879836688,0.0120935533623776,0.014473133083877,0.979591836734694,0.000192363519242515,0.752874149084874,1,0.000704252415327072,1,1,1187.630414,674221,3525.076455,1188,844,0.71043771,0.672424282,0.681828354,18.43040192,1.40714504,2.968159466,4.176630871,1.73478172,76,0.87439795,0.015242776,0.984986077,926.5229836,821.371257,572.1098937,0.727401184,63.80072346,0.996629045,0.411568575,9.262338249,105.9014987,168.9063737,151.5586404,113.6963945,90.77803151,100.2334718,0.027364975,"Diamond"
31,0,0.497635165634617,0.0119135322335288,0.0141791821887248,0.916256157635468,0.000614956146684781,0.775277673689511,0.98514875930981,0.158977563183787,0,0.490578743029843,0.0228612080142109,0.0141791821887248,0.97029702970297,0.000199130802037278,0.584060934288475,1,0.00360466457852633,1,2,1178.613592,698354,3621.25308,1166,895,0.767581475,0.669197083,0.669218185,18.77768849,1.316886695,3.072468453,4.046092827,1.757036914,76,0.860771824,0.016988519,0.98329527,942.9591343,812.5733856,580.2240004,0.739582755,65.95719304,0.996498922,0.394466732,9.294780333,122.9870097,168.6931968,157.2724104,117.5130034,88.85876796,96.825354,-0.061261543,"Diamond"
32,0,0.502212658239387,0.0175536297944362,0.0144640161404892,0.969072164948454,0.000367362318817628,0.63986745487551,1,0.18872164930654,0,0.494249802732417,0.0163395040864832,0.0145325663640417,0.964646464646465,0.000376245742609231,0.716046790936044,1,0.000140235807713426,1,2,1194.028475,649654.5,3551.721117,1193,835,0.699916178,0.652162063,0.647164372,19.41758718,1.429974222,2.974569861,4.253558223,1.751341773,59,0.861972747,0.026194693,0.974473954,909.4865583,790.6214392,571.2701782,0.729211366,67.06001477,0.996359124,0.408179959,9.286808767,122.9679,172.3369712,159.6650681,115.6506138,89.22436068,97.85884688,0.012619003,"Diamond"
33,0,0.465574124005308,0.00711893608666471,0.0144534814625681,0.978609625668449,0.000228487422881187,0.536033830747833,1,0.145706143100082,0,0.502575215171553,0.0132061628760088,0.0144534814625681,0.961904761904762,0.000233134358653912,0.720954852423198,1,0.00375945224214885,2,3,1113.377744,604880.5,3414.358638,1108,827,0.746389892,0.660122163,0.652020386,19.27297195,1.346285059,3.066666868,4.128607785,1.764526428,69,0.854953638,0.011815557,0.98832242,877.5863333,833.3940348,538.8641786,0.748583268,57.62786233,0.996863411,0.434476932,8.810593688,129.8859709,176.9733487,165.2574685,116.7182248,89.41005425,98.14274476,-0.062110539,"Diamond"
34,0,0.485611754584425,0.0107165584031858,0.014271705080702,0.957894736842105,0.000277616389253163,0.780326954070734,0.968256376197527,0.141558142195979,0,0.493811722015991,0.0148375543617293,0.0145304277472145,0.979591836734694,0.000187627638130901,0.540570717523812,1,8.69663645875586e-05,1,1,1125.103106,574684.5,3358.324148,1122,805,0.717468806,0.636268974,0.64031566,19.62527453,1.39764361,2.984903454,4.17183124,1.742773299,73,0.862346684,0.025274738,0.975348327,855.4010937,796.0032734,590.403754,0.737757849,55.52329064,0.996857722,0.433615063,8.840833528,142.7851973,180.7199701,166.0307458,116.4493875,86.62021177,97.90296375,0.009867864,"Diamond"
35,0,0.494879109237486,0.00628171055810582,0.0145198252189686,0.97979797979798,0.000137180938839106,0.389280157802995,1,0.045686234770049,0,0.507247452186054,0.0125634211162116,0.0142612913366013,0.969543147208122,0.000152869500573124,0.361267461368531,0.984694145214855,8.05115498056814e-05,3,3,1010.166323,517728.5,3056.535263,995,740,0.743718593,0.703148852,0.696390945,18.04499427,1.365089626,3.025774265,4.130453058,1.761691794,83,0.87803456,0.011338955,0.988788176,811.9066447,818.8414885,487.655511,0.767451028,57.64577051,0.996579189,0.437200777,8.720882281,144.4360037,188.060386,182.8174873,118.1726349,83.84527446,92.0085623,-0.008960629,"Diamond"
36,0,0.470639369449518,0.00603176716894695,0.01456540525157,0.978142076502732,0.000262812256518822,0.447295094319967,1,0.258736154617015,0,0.468187673457801,0.0224370070753139,0.0147018523084027,0.979487179487179,0.000492996395488467,0.519581557152166,1,0.00269613142863883,1,2,1040.523426,581515,3324.317008,1041,844,0.810758886,0.661862455,0.661250362,19.00395272,1.232847661,3.194850711,3.938764227,1.763563399,72,0.850134478,0.017623793,0.982681426,860.4695775,823.7574425,597.7154514,0.610116607,53.41499756,0.997194035,0.432035452,8.616847183,96.11039736,180.834925,157.5941412,119.5826138,87.84343133,103.5153506,-0.052167797,"Diamond"
37,0,0.520383214855432,0.00714948789296001,0.014292143678215,0.975247524752475,0.000560552605951733,0.679233832438287,1,0.180469561451891,0,0.512831468381674,0.0109955535563463,0.0143963405158831,0.974619289340102,0.00075327211700766,0.463272248183815,1,0.00027070197698627,1,2,1065.269919,581447,3381.606331,1065,834,0.783098592,0.654627847,0.63896034,19.66690236,1.277302061,3.174412673,4.05468385,1.780730032,79,0.839947285,0.020230563,0.980170597,860.4192662,800.9632283,570.3134145,0.65397284,61.61180027,0.996693013,0.42638368,8.676835148,102.8001968,181.335288,160.9676698,120.5341512,86.59760063,101.2632614,-0.016725249,"Diamond"
38,0,0.50735080807547,0.010537573811436,0.0141109675013653,0.927536231884058,0.000961253703412557,0.708186243438499,0.985437123663325,0.142126908572755,0,0.499360902790898,0.00623621107468622,0.0142684413260704,0.975124378109453,0.00092930557382174,0.310768334317713,1,7.83533121487882e-06,3,3,1145.111785,669752.5,3452.833814,1146,848,0.739965096,0.689181917,0.705948232,17.80069704,1.350367671,3.015281005,4.071737988,1.731611742,63,0.880620916,0.018130578,0.982192286,923.4475449,774.195203,590.4850187,0.723659499,53.40570059,0.996558145,0.427336735,8.948233983,131.8710754,177.6645993,162.0879726,108.097138,82.35852999,93.55189262,-0.002870264,"Diamond"
39,0,0.503917619076196,0.0132533639218792,0.0144432461003139,0.98,0.000370919214867679,0.694617421109169,1,0.114120116268239,0,0.504081775000967,0.0119677790563867,0.0145116978871056,0.979057591623037,0.000745911027461304,0.589984217272878,1,0.000171698591702172,1,2,1279.31935,833054.5,3850.029773,1278,934,0.730829421,0.697903995,0.706244539,17.79322871,1.369720932,3.00943605,4.122087551,1.740519789,75,0.880772422,0.015987549,0.98426403,1029.892195,796.8991121,584.5397969,0.717155736,66.29339866,0.996444239,0.36824388,9.70357005,91.00220525,153.749325,135.7563143,106.7374285,89.60568475,95.57993297,0.012999666,"Diamond"
40,0,0.565610476690893,0.00997415699247762,0.014536944109452,0.935643564356436,0.00114596453402276,0.723832938552941,1,0.239000530250765,0,0.505182598597114,0.00898282694848085,0.0145198317502426,0.945,0.000814103657691985,0.49820540682948,0.984924878826011,0.000418890388464915,1,2,1056.719925,577484,3374.375883,1057,845,0.799432356,0.646559146,0.637327859,19.71727805,1.250556124,3.193254715,3.99334424,1.774119812,69,0.839414509,0.01823254,0.982093933,857.4820495,841.7423776,498.1639338,0.628024792,49.82568367,0.996889906,0.443939945,8.494014217,71.93109481,186.4380188,132.6193506,102.0250914,82.54606981,103.9201613,-0.020507163,"Diamond"
41,0,0.623414819860018,0.00564268746685945,0.0142466105356027,0.980769230769231,0.000248988856058717,0.766261625658082,1,0.199519100586998,0,0.462230853271421,0.0716522088808833,0.0142640162971772,0.964467005076142,0.00057522273656972,0.620131462673723,1,0.00467010038244145,2,4,1229.488105,623303.5,3696.001212,1152,867,0.752604167,0.62406236,0.573383538,21.91616918,1.4180947,3.00613011,4.262977176,1.830609813,69,0.832968309,0.016323509,0.983938669,890.8505287,797.7385122,513.3039938,0.859124119,83.67248538,0.99592144,0.418994093,8.955574127,104.5684045,172.5815057,154.6860617,120.403033,93.66437336,103.0638646,-0.069137579,"Diamond"
